"['a', 0]","['h', 93]","['w', 194]"
"['a', 0]","['h', 162]","['b', 211]"
"['g', 0]","['m', 27]","['v', 382]"
"['l', 0]","['i', 100]","['w', 456]"
"['l', 0]","['e', 157]","['v', 326]"
"['a', 0]","['m', 122]","['v', 251]"
"['g', 0]","['h', 354]","['v', 588]"
"['r', 0]","['e', 116]","['v', 256]"
"['d', 0]","['f', 47]","['u', 73]"
"['l', 0]","['f', 82]","['u', 108]"
"['c', 0]","['e', 400]","['u', 435]"
"['g', 0]","['h', 94]","['b', 165]"
"['c', 0]","['h', 45]","['w', 103]"
"['d', 0]","['h', 98]","['b', 196]"
"['c', 0]","['f', 130]","['u', 232]"
"['g', 0]","['m', 562]","['u', 753]"
"['l', 0]","['f', 584]","['w', 759]"
"['c', 0]","['e', 105]","['w', 199]"
"['l', 0]","['h', 78]","['b', 99]"
"['a', 0]","['f', 514]","['u', 688]"
"['g', 0]","['h', 77]","['b', 453]"
"['c', 0]","['i', 76]","['u', 565]"
"['d', 0]","['h', 51]","['b', 125]"
"['g', 0]","['e', 74]","['b', 133]"
"['d', 0]","['e', 165]","['b', 336]"
"['r', 0]","['h', 113]","['b', 266]"
"['r', 0]","['f', 35]","['v', 143]"
"['r', 0]","['e', 27]","['u', 279]"
"['r', 0]","['f', 157]","['v', 194]"
"['a', 0]","['m', 143]","['u', 266]"
"['a', 0]","['e', 57]","['v', 225]"
"['r', 0]","['e', 141]","['u', 251]"
"['d', 0]","['e', 115]","['w', 250]"
"['a', 0]","['i', 33]","['u', 186]"
"['g', 0]","['h', 45]","['u', 162]"
"['g', 0]","['i', 138]","['u', 338]"
"['g', 0]","['f', 198]","['b', 231]"
"['c', 0]","['i', 60]","['w', 325]"
"['a', 0]","['h', 135]","['u', 268]"
"['d', 0]","['i', 174]","['v', 213]"
"['l', 0]","['e', 145]","['w', 296]"
"['c', 0]","['m', 295]","['w', 442]"
"['g', 0]","['f', 170]","['v', 322]"
"['c', 0]","['f', 323]","['w', 350]"
"['a', 0]","['f', 157]","['w', 308]"
"['l', 0]","['m', 321]","['u', 409]"
"['g', 0]","['e', 29]","['v', 572]"
"['r', 0]","['f', 392]","['b', 482]"
"['l', 0]","['e', 150]","['w', 199]"
"['d', 0]","['f', 126]","['u', 216]"
"['c', 0]","['i', 44]","['v', 147]"
"['a', 0]","['h', 159]","['v', 200]"
"['a', 0]","['f', 81]","['u', 108]"
"['r', 0]","['i', 88]","['v', 193]"
"['r', 0]","['e', 106]","['v', 250]"
"['g', 0]","['e', 127]","['b', 154]"
"['r', 0]","['e', 91]","['w', 231]"
"['l', 0]","['e', 30]","['b', 140]"
"['d', 0]","['e', 589]","['v', 620]"
"['g', 0]","['m', 23]","['v', 130]"
"['a', 0]","['e', 93]","['b', 240]"
"['r', 0]","['m', 124]","['v', 249]"
"['d', 0]","['i', 88]","['w', 169]"
"['l', 0]","['m', 94]","['v', 216]"
"['r', 0]","['e', 139]","['b', 238]"
"['d', 0]","['e', 37]","['v', 172]"
"['c', 0]","['h', 79]","['b', 126]"
"['a', 0]","['e', 113]","['w', 240]"
"['c', 0]","['i', 64]","['w', 118]"
"['a', 0]","['m', 87]","['b', 141]"
"['c', 0]","['e', 422]","['w', 514]"
"['l', 0]","['f', 60]","['b', 99]"
"['g', 0]","['i', 180]","['b', 340]"
"['c', 0]","['f', 134]","['w', 497]"
"['g', 0]","['m', 175]","['v', 259]"
"['a', 0]","['m', 179]","['b', 240]"
"['a', 0]","['h', 125]","['b', 305]"
"['a', 0]","['m', 157]","['v', 252]"
"['d', 0]","['i', 134]","['v', 202]"
"['l', 0]","['e', 67]","['v', 224]"
"['r', 0]","['h', 71]","['w', 109]"
"['d', 0]","['h', 35]","['w', 123]"
"['r', 0]","['i', 481]","['w', 639]"
"['a', 0]","['i', 317]","['u', 366]"
"['g', 0]","['h', 280]","['v', 435]"
"['c', 0]","['m', 20]","['v', 490]"
"['c', 0]","['m', 114]","['b', 258]"
"['l', 0]","['f', 21]","['b', 153]"
"['l', 0]","['f', 140]","['b', 257]"
"['l', 0]","['m', 132]","['b', 211]"
"['l', 0]","['h', 162]","['u', 197]"
"['c', 0]","['e', 152]","['w', 313]"
"['r', 0]","['f', 109]","['v', 156]"
"['c', 0]","['h', 578]","['u', 1158]"
"['c', 0]","['e', 104]","['v', 264]"
"['l', 0]","['f', 76]","['v', 112]"
"['r', 0]","['h', 24]","['w', 312]"
"['c', 0]","['h', 77]","['w', 212]"
"['r', 0]","['f', 156]","['b', 291]"
"['d', 0]","['m', 178]","['v', 332]"
"['d', 0]","['f', 158]","['w', 278]"
"['a', 0]","['i', 110]","['u', 284]"
"['l', 0]","['h', 64]","['w', 223]"
"['a', 0]","['e', 28]","['v', 167]"
"['r', 0]","['i', 129]","['b', 227]"
"['d', 0]","['m', 501]","['v', 630]"
"['d', 0]","['m', 35]","['w', 149]"
"['a', 0]","['h', 97]","['v', 132]"
"['l', 0]","['e', 98]","['u', 267]"
"['a', 0]","['f', 110]","['b', 177]"
"['a', 0]","['m', 516]","['u', 978]"
"['a', 0]","['h', 318]","['b', 489]"
"['r', 0]","['f', 427]","['w', 556]"
"['c', 0]","['i', 144]","['u', 250]"
"['d', 0]","['f', 113]","['v', 207]"
"['a', 0]","['e', 57]","['u', 236]"
"['c', 0]","['f', 29]","['w', 162]"
"['g', 0]","['f', 34]","['v', 620]"
"['r', 0]","['e', 69]","['v', 172]"
"['d', 0]","['f', 104]","['v', 182]"
"['g', 0]","['e', 94]","['b', 146]"
"['l', 0]","['h', 28]","['b', 171]"
"['r', 0]","['i', 445]","['v', 517]"
"['d', 0]","['h', 110]","['v', 155]"
"['d', 0]","['i', 143]","['v', 386]"
"['c', 0]","['f', 39]","['w', 142]"
"['r', 0]","['m', 176]","['u', 343]"
"['d', 0]","['f', 43]","['u', 619]"
"['a', 0]","['e', 146]","['u', 201]"
"['d', 0]","['m', 314]","['u', 460]"
"['l', 0]","['f', 94]","['w', 171]"
"['g', 0]","['f', 36]","['b', 201]"
"['d', 0]","['e', 64]","['v', 121]"
"['c', 0]","['f', 120]","['b', 143]"
"['l', 0]","['h', 146]","['b', 166]"
"['l', 0]","['f', 316]","['u', 869]"
"['d', 0]","['h', 158]","['w', 610]"
"['d', 0]","['h', 101]","['v', 202]"
"['c', 0]","['h', 42]","['b', 539]"
"['r', 0]","['f', 138]","['u', 230]"
"['l', 0]","['f', 126]","['w', 200]"
"['l', 0]","['i', 77]","['u', 280]"
"['c', 0]","['i', 142]","['v', 354]"
"['d', 0]","['e', 276]","['b', 377]"
"['r', 0]","['i', 171]","['b', 279]"
"['d', 0]","['e', 72]","['w', 643]"
"['d', 0]","['m', 33]","['v', 601]"
"['l', 0]","['e', 161]","['w', 273]"
"['a', 0]","['e', 240]","['w', 396]"
"['c', 0]","['i', 102]","['u', 226]"
"['d', 0]","['i', 136]","['u', 159]"
"['g', 0]","['i', 193]","['v', 219]"
"['a', 0]","['e', 27]","['v', 199]"
"['g', 0]","['e', 287]","['w', 338]"
"['d', 0]","['f', 63]","['v', 243]"
"['g', 0]","['i', 154]","['w', 226]"
"['d', 0]","['h', 115]","['b', 183]"
"['c', 0]","['e', 137]","['w', 267]"
"['r', 0]","['h', 53]","['b', 370]"
"['c', 0]","['e', 81]","['b', 206]"
"['c', 0]","['i', 86]","['u', 131]"
"['c', 0]","['e', 163]","['v', 537]"
"['r', 0]","['i', 140]","['b', 236]"
"['d', 0]","['h', 383]","['v', 429]"
"['r', 0]","['f', 40]","['b', 91]"
"['a', 0]","['m', 495]","['v', 533]"
"['r', 0]","['f', 66]","['u', 176]"
"['d', 0]","['f', 62]","['b', 101]"
"['a', 0]","['i', 93]","['u', 248]"
"['l', 0]","['e', 127]","['v', 193]"
"['a', 0]","['i', 282]","['u', 438]"
"['r', 0]","['i', 536]","['w', 1078]"
"['r', 0]","['m', 117]","['v', 287]"
"['g', 0]","['h', 215]","['u', 368]"
"['g', 0]","['f', 138]","['w', 212]"
"['l', 0]","['f', 27]","['b', 194]"
"['l', 0]","['m', 480]","['b', 712]"
"['a', 0]","['e', 532]","['b', 610]"
"['a', 0]","['i', 104]","['v', 234]"
"['d', 0]","['i', 90]","['v', 160]"
"['c', 0]","['m', 148]","['w', 323]"
"['l', 0]","['i', 101]","['u', 202]"
"['g', 0]","['i', 172]","['v', 225]"
"['a', 0]","['e', 242]","['b', 264]"
"['r', 0]","['i', 51]","['b', 189]"
"['d', 0]","['h', 136]","['u', 177]"
"['a', 0]","['f', 91]","['u', 215]"
"['r', 0]","['e', 99]","['w', 167]"
"['d', 0]","['m', 26]","['u', 72]"
"['r', 0]","['i', 128]","['b', 162]"
"['r', 0]","['e', 25]","['v', 47]"
"['g', 0]","['h', 217]","['b', 449]"
"['g', 0]","['h', 73]","['u', 126]"
"['l', 0]","['i', 142]","['v', 254]"
"['a', 0]","['f', 76]","['u', 196]"
"['l', 0]","['f', 80]","['b', 196]"
"['l', 0]","['e', 137]","['v', 304]"
"['l', 0]","['e', 171]","['b', 255]"
"['c', 0]","['i', 72]","['v', 168]"
"['c', 0]","['i', 178]","['v', 302]"
"['d', 0]","['f', 72]","['u', 111]"
"['a', 0]","['m', 63]","['b', 602]"
"['g', 0]","['h', 84]","['u', 246]"
"['r', 0]","['f', 47]","['b', 70]"
"['c', 0]","['m', 42]","['w', 178]"
"['g', 0]","['m', 65]","['w', 93]"
"['l', 0]","['f', 182]","['w', 244]"
"['a', 0]","['f', 484]","['u', 610]"
"['l', 0]","['e', 31]","['b', 77]"
"['a', 0]","['m', 41]","['v', 78]"
"['l', 0]","['e', 92]","['w', 203]"
"['l', 0]","['m', 165]","['b', 703]"
"['g', 0]","['m', 67]","['b', 408]"
"['g', 0]","['i', 49]","['b', 157]"
"['r', 0]","['i', 61]","['w', 238]"
"['a', 0]","['e', 43]","['w', 114]"
"['d', 0]","['e', 55]","['b', 197]"
"['a', 0]","['m', 58]","['b', 142]"
"['g', 0]","['h', 48]","['u', 186]"
"['r', 0]","['i', 24]","['v', 133]"
"['a', 0]","['f', 499]","['v', 607]"
"['a', 0]","['i', 150]","['v', 278]"
"['g', 0]","['e', 134]","['u', 553]"
"['c', 0]","['e', 161]","['w', 202]"
"['l', 0]","['i', 67]","['b', 229]"
"['g', 0]","['i', 211]","['b', 421]"
"['r', 0]","['h', 110]","['b', 143]"
"['d', 0]","['e', 84]","['v', 125]"
"['a', 0]","['i', 98]","['w', 237]"
"['l', 0]","['m', 179]","['v', 751]"
"['r', 0]","['m', 77]","['b', 250]"
"['a', 0]","['f', 30]","['v', 402]"
"['a', 0]","['m', 97]","['v', 258]"
"['l', 0]","['e', 400]","['u', 465]"
"['r', 0]","['m', 33]","['u', 81]"
"['g', 0]","['e', 299]","['w', 456]"
"['r', 0]","['i', 153]","['u', 264]"
"['c', 0]","['i', 109]","['u', 200]"
"['r', 0]","['f', 151]","['v', 419]"
"['d', 0]","['f', 75]","['u', 468]"
"['a', 0]","['e', 143]","['v', 166]"
"['d', 0]","['h', 568]","['b', 802]"
"['a', 0]","['h', 144]","['w', 679]"
"['d', 0]","['m', 74]","['b', 173]"
"['l', 0]","['i', 404]","['w', 547]"
"['r', 0]","['i', 280]","['v', 359]"
"['c', 0]","['m', 487]","['b', 523]"
"['a', 0]","['m', 158]","['v', 260]"
"['r', 0]","['f', 127]","['w', 289]"
"['l', 0]","['m', 387]","['u', 479]"
"['g', 0]","['f', 82]","['u', 197]"
"['l', 0]","['i', 194]","['w', 318]"
"['a', 0]","['h', 114]","['v', 162]"
"['d', 0]","['i', 63]","['u', 215]"
"['c', 0]","['e', 72]","['v', 114]"
"['l', 0]","['f', 511]","['b', 649]"
"['l', 0]","['m', 101]","['v', 210]"
"['a', 0]","['f', 46]","['b', 180]"
"['l', 0]","['h', 81]","['w', 139]"
"['a', 0]","['m', 240]","['v', 594]"
"['c', 0]","['h', 490]","['v', 525]"
"['a', 0]","['e', 86]","['v', 156]"
"['c', 0]","['i', 119]","['b', 155]"
"['l', 0]","['e', 30]","['b', 67]"
"['l', 0]","['h', 149]","['u', 209]"
"['g', 0]","['f', 38]","['b', 114]"
"['a', 0]","['h', 173]","['v', 243]"
"['l', 0]","['m', 34]","['b', 569]"
"['c', 0]","['e', 52]","['w', 382]"
"['g', 0]","['i', 270]","['v', 486]"
"['d', 0]","['i', 133]","['b', 693]"
"['c', 0]","['i', 245]","['b', 364]"
"['d', 0]","['h', 39]","['v', 216]"
"['a', 0]","['h', 141]","['b', 264]"
"['d', 0]","['h', 406]","['w', 491]"
"['g', 0]","['m', 58]","['w', 216]"
"['r', 0]","['m', 381]","['w', 491]"
"['r', 0]","['i', 69]","['v', 125]"
"['d', 0]","['m', 274]","['w', 661]"
"['r', 0]","['h', 132]","['u', 383]"
"['c', 0]","['m', 167]","['u', 240]"
"['g', 0]","['m', 128]","['b', 266]"
"['r', 0]","['h', 34]","['v', 209]"
"['l', 0]","['e', 107]","['b', 553]"
"['g', 0]","['m', 160]","['w', 567]"
"['g', 0]","['e', 301]","['b', 331]"
"['g', 0]","['i', 285]","['w', 337]"
"['l', 0]","['f', 247]","['w', 370]"
"['g', 0]","['m', 583]","['u', 664]"
"['a', 0]","['e', 511]","['b', 671]"
"['a', 0]","['i', 120]","['b', 559]"
"['l', 0]","['m', 88]","['b', 257]"
"['d', 0]","['e', 550]","['v', 678]"
"['l', 0]","['e', 175]","['u', 335]"
"['g', 0]","['f', 150]","['w', 276]"
"['r', 0]","['m', 116]","['u', 236]"
"['c', 0]","['m', 68]","['u', 241]"
"['a', 0]","['e', 106]","['b', 258]"
"['c', 0]","['i', 158]","['v', 308]"
"['c', 0]","['h', 62]","['v', 91]"
"['r', 0]","['f', 121]","['u', 151]"
"['r', 0]","['i', 128]","['v', 362]"
"['d', 0]","['f', 531]","['w', 643]"
"['a', 0]","['f', 33]","['u', 159]"
"['g', 0]","['h', 387]","['v', 481]"
"['a', 0]","['m', 297]","['u', 413]"
"['r', 0]","['f', 94]","['b', 117]"
"['l', 0]","['i', 75]","['v', 526]"
"['a', 0]","['i', 77]","['v', 134]"
"['r', 0]","['e', 119]","['w', 283]"
"['r', 0]","['f', 25]","['b', 77]"
"['d', 0]","['i', 121]","['w', 551]"
"['c', 0]","['m', 154]","['w', 306]"
"['r', 0]","['i', 519]","['u', 565]"
"['r', 0]","['i', 52]","['w', 174]"
"['a', 0]","['m', 125]","['v', 215]"
"['l', 0]","['m', 69]","['b', 147]"
"['r', 0]","['e', 96]","['v', 141]"
"['a', 0]","['m', 30]","['w', 174]"
"['a', 0]","['e', 99]","['u', 260]"
"['a', 0]","['i', 489]","['b', 668]"
"['g', 0]","['f', 123]","['v', 265]"
"['d', 0]","['i', 176]","['u', 511]"
"['c', 0]","['e', 555]","['u', 597]"
"['c', 0]","['h', 52]","['w', 231]"
"['g', 0]","['h', 20]","['u', 192]"
"['a', 0]","['m', 189]","['w', 309]"
"['c', 0]","['i', 49]","['u', 130]"
"['l', 0]","['f', 284]","['v', 325]"
"['a', 0]","['e', 405]","['b', 751]"
"['d', 0]","['m', 144]","['u', 185]"
"['g', 0]","['h', 161]","['w', 230]"
"['a', 0]","['f', 33]","['u', 99]"
"['r', 0]","['m', 36]","['w', 94]"
"['g', 0]","['i', 125]","['v', 250]"
"['l', 0]","['i', 75]","['u', 116]"
"['a', 0]","['e', 37]","['u', 107]"
"['d', 0]","['f', 78]","['w', 434]"
"['a', 0]","['e', 31]","['v', 249]"
"['d', 0]","['i', 33]","['v', 207]"
"['c', 0]","['f', 112]","['u', 685]"
"['r', 0]","['f', 496]","['v', 631]"
"['a', 0]","['i', 43]","['v', 197]"
"['d', 0]","['e', 337]","['u', 417]"
"['l', 0]","['h', 54]","['u', 554]"
"['r', 0]","['m', 565]","['v', 679]"
"['g', 0]","['i', 59]","['v', 104]"
"['d', 0]","['e', 67]","['v', 205]"
"['d', 0]","['f', 558]","['b', 723]"
"['g', 0]","['m', 326]","['w', 385]"
"['a', 0]","['f', 311]","['v', 452]"
"['c', 0]","['i', 473]","['u', 644]"
"['d', 0]","['h', 119]","['v', 152]"
"['g', 0]","['i', 144]","['w', 198]"
"['a', 0]","['f', 47]","['b', 93]"
"['g', 0]","['f', 75]","['w', 186]"
"['a', 0]","['i', 24]","['b', 98]"
"['l', 0]","['i', 264]","['v', 293]"
"['d', 0]","['h', 37]","['v', 82]"
"['c', 0]","['e', 119]","['w', 248]"
"['a', 0]","['i', 282]","['v', 375]"
"['g', 0]","['e', 28]","['u', 122]"
"['l', 0]","['f', 120]","['u', 318]"
"['d', 0]","['e', 372]","['w', 447]"
"['l', 0]","['m', 60]","['b', 155]"
"['r', 0]","['e', 142]","['u', 204]"
"['g', 0]","['f', 83]","['v', 119]"
"['c', 0]","['f', 172]","['w', 276]"
"['g', 0]","['m', 408]","['w', 528]"
"['a', 0]","['i', 282]","['u', 561]"
"['a', 0]","['i', 127]","['v', 309]"
"['a', 0]","['m', 159]","['v', 229]"
"['c', 0]","['m', 44]","['w', 103]"
"['r', 0]","['f', 32]","['b', 93]"
"['g', 0]","['m', 179]","['w', 454]"
"['d', 0]","['f', 48]","['b', 186]"
"['c', 0]","['e', 162]","['b', 652]"
"['l', 0]","['m', 130]","['b', 156]"
"['d', 0]","['i', 142]","['u', 406]"
"['a', 0]","['i', 75]","['w', 162]"
"['l', 0]","['f', 232]","['w', 396]"
"['c', 0]","['i', 145]","['v', 191]"
"['d', 0]","['e', 22]","['b', 78]"
"['c', 0]","['h', 73]","['w', 151]"
"['g', 0]","['f', 106]","['v', 225]"
"['c', 0]","['e', 49]","['w', 593]"
"['r', 0]","['f', 84]","['w', 202]"
"['d', 0]","['m', 94]","['b', 553]"
"['g', 0]","['e', 103]","['b', 239]"
"['c', 0]","['h', 89]","['u', 168]"
"['l', 0]","['e', 496]","['v', 536]"
"['d', 0]","['f', 152]","['b', 224]"
"['d', 0]","['i', 478]","['u', 1036]"
"['c', 0]","['m', 147]","['v', 237]"
"['r', 0]","['m', 143]","['b', 416]"
"['r', 0]","['h', 166]","['v', 288]"
"['r', 0]","['m', 49]","['v', 127]"
"['c', 0]","['e', 122]","['w', 268]"
"['c', 0]","['e', 218]","['u', 362]"
"['c', 0]","['f', 327]","['u', 383]"
"['l', 0]","['e', 143]","['u', 270]"
"['d', 0]","['m', 549]","['u', 652]"
"['a', 0]","['f', 78]","['v', 111]"
"['a', 0]","['m', 44]","['u', 156]"
"['a', 0]","['e', 180]","['b', 613]"
"['c', 0]","['f', 81]","['b', 401]"
"['d', 0]","['m', 163]","['b', 319]"
"['c', 0]","['f', 335]","['v', 479]"
"['c', 0]","['h', 432]","['u', 537]"
"['d', 0]","['i', 43]","['v', 208]"
"['l', 0]","['e', 64]","['w', 86]"
"['c', 0]","['i', 110]","['u', 225]"
"['c', 0]","['h', 113]","['w', 262]"
"['a', 0]","['f', 84]","['u', 247]"
"['d', 0]","['h', 154]","['w', 314]"
"['g', 0]","['m', 116]","['w', 292]"
"['g', 0]","['e', 154]","['w', 293]"
"['a', 0]","['i', 142]","['u', 301]"
"['c', 0]","['i', 31]","['v', 177]"
"['r', 0]","['e', 39]","['b', 609]"
"['g', 0]","['m', 52]","['b', 187]"
"['c', 0]","['e', 553]","['u', 611]"
"['l', 0]","['m', 462]","['w', 598]"
"['l', 0]","['e', 74]","['u', 183]"
"['c', 0]","['f', 166]","['v', 240]"
"['c', 0]","['f', 46]","['w', 208]"
"['c', 0]","['m', 26]","['v', 172]"
"['r', 0]","['i', 129]","['v', 261]"
"['g', 0]","['e', 49]","['u', 177]"
"['r', 0]","['m', 469]","['u', 699]"
"['l', 0]","['e', 40]","['u', 189]"
"['g', 0]","['f', 64]","['b', 145]"
"['g', 0]","['h', 50]","['u', 144]"
"['c', 0]","['i', 36]","['b', 118]"
"['l', 0]","['i', 106]","['v', 128]"
"['g', 0]","['i', 51]","['b', 472]"
"['c', 0]","['e', 523]","['u', 630]"
"['a', 0]","['i', 163]","['u', 252]"
"['r', 0]","['i', 131]","['w', 297]"
"['g', 0]","['m', 161]","['b', 203]"
"['l', 0]","['i', 447]","['w', 715]"
"['c', 0]","['i', 390]","['u', 535]"
"['g', 0]","['e', 162]","['b', 278]"
"['r', 0]","['f', 144]","['v', 587]"
"['r', 0]","['m', 117]","['w', 168]"
"['c', 0]","['i', 578]","['v', 660]"
"['c', 0]","['h', 412]","['w', 463]"
"['r', 0]","['e', 68]","['w', 215]"
"['r', 0]","['i', 29]","['v', 73]"
"['d', 0]","['i', 37]","['b', 483]"
"['a', 0]","['f', 122]","['v', 299]"
"['d', 0]","['m', 50]","['b', 157]"
"['d', 0]","['i', 159]","['v', 198]"
"['d', 0]","['e', 501]","['u', 594]"
"['a', 0]","['i', 51]","['v', 560]"
"['d', 0]","['f', 171]","['w', 196]"
"['c', 0]","['h', 74]","['w', 159]"
"['l', 0]","['i', 20]","['w', 130]"
"['d', 0]","['e', 457]","['w', 528]"
"['c', 0]","['f', 122]","['b', 148]"
"['d', 0]","['i', 64]","['v', 173]"
"['c', 0]","['e', 110]","['u', 240]"
"['d', 0]","['e', 423]","['v', 568]"
"['a', 0]","['h', 49]","['v', 88]"
"['c', 0]","['h', 415]","['v', 471]"
"['a', 0]","['i', 57]","['b', 213]"
"['a', 0]","['e', 98]","['b', 643]"
"['c', 0]","['f', 133]","['w', 284]"
"['g', 0]","['h', 132]","['v', 479]"
"['g', 0]","['h', 167]","['v', 209]"
"['a', 0]","['i', 45]","['v', 209]"
"['r', 0]","['e', 109]","['b', 200]"
"['c', 0]","['m', 117]","['v', 268]"
"['a', 0]","['f', 147]","['u', 671]"
"['g', 0]","['h', 88]","['w', 177]"
"['d', 0]","['e', 102]","['u', 145]"
"['l', 0]","['e', 123]","['v', 283]"
"['d', 0]","['f', 106]","['u', 316]"
"['a', 0]","['m', 54]","['w', 124]"
"['a', 0]","['h', 93]","['u', 166]"
"['g', 0]","['f', 143]","['b', 245]"
"['l', 0]","['m', 20]","['u', 146]"
"['d', 0]","['i', 79]","['u', 178]"
"['l', 0]","['m', 566]","['u', 634]"
"['l', 0]","['m', 69]","['v', 241]"
"['c', 0]","['e', 76]","['v', 100]"
"['d', 0]","['h', 156]","['b', 295]"
"['a', 0]","['m', 157]","['v', 213]"
"['a', 0]","['e', 24]","['v', 233]"
"['l', 0]","['i', 160]","['b', 266]"
"['d', 0]","['e', 180]","['w', 339]"
"['l', 0]","['m', 136]","['u', 528]"
"['c', 0]","['i', 68]","['u', 664]"
"['r', 0]","['f', 21]","['w', 125]"
"['a', 0]","['f', 141]","['v', 230]"
"['g', 0]","['h', 189]","['u', 363]"
"['l', 0]","['f', 43]","['b', 117]"
"['d', 0]","['h', 93]","['u', 204]"
"['d', 0]","['i', 470]","['b', 517]"
"['l', 0]","['h', 109]","['v', 248]"
"['d', 0]","['i', 20]","['b', 173]"
"['l', 0]","['m', 171]","['u', 408]"
"['d', 0]","['e', 474]","['w', 620]"
"['a', 0]","['h', 175]","['v', 337]"
"['r', 0]","['f', 93]","['u', 171]"
"['g', 0]","['h', 80]","['u', 193]"
"['r', 0]","['f', 156]","['w', 202]"
"['l', 0]","['i', 129]","['u', 291]"
"['l', 0]","['e', 549]","['b', 688]"
"['a', 0]","['e', 40]","['v', 104]"
"['a', 0]","['i', 157]","['b', 219]"
"['c', 0]","['f', 284]","['u', 397]"
"['g', 0]","['h', 52]","['w', 535]"
"['r', 0]","['f', 46]","['w', 441]"
"['c', 0]","['f', 68]","['u', 158]"
"['r', 0]","['f', 177]","['w', 215]"
"['g', 0]","['f', 27]","['b', 167]"
"['l', 0]","['f', 154]","['v', 685]"
"['r', 0]","['e', 127]","['w', 314]"
"['g', 0]","['m', 146]","['b', 247]"
"['d', 0]","['i', 61]","['v', 287]"
"['d', 0]","['m', 293]","['w', 380]"
"['l', 0]","['i', 531]","['b', 927]"
"['l', 0]","['f', 124]","['v', 298]"
"['d', 0]","['i', 31]","['w', 87]"
"['g', 0]","['e', 67]","['w', 95]"
"['r', 0]","['h', 157]","['b', 350]"
"['g', 0]","['h', 104]","['w', 220]"
"['r', 0]","['f', 84]","['w', 249]"
"['g', 0]","['i', 166]","['v', 311]"
"['r', 0]","['m', 85]","['u', 137]"
"['a', 0]","['m', 354]","['w', 444]"
"['a', 0]","['e', 567]","['v', 719]"
"['a', 0]","['i', 135]","['v', 271]"
"['l', 0]","['e', 492]","['u', 1066]"
"['l', 0]","['h', 524]","['b', 669]"
